latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
24.2832,77.4279,321.6,1,1,11/1/2023,459,Terra,MODIS,66,61.03,307.2,8.5,D,0
24.3053,77.4685,318.4,1,1,11/1/2023,459,Terra,MODIS,57,61.03,305.2,5.7,D,0
24.371,77.4585,327.9,1,1,11/1/2023,459,Terra,MODIS,77,61.03,306.3,16.3,D,0
24.4436,77.7364,319.3,1,1,11/1/2023,459,Terra,MODIS,62,61.03,305.4,6.6,D,0
24.5273,77.3934,321.5,1,1,11/1/2023,459,Terra,MODIS,67,61.03,306.3,8.3,D,0
24.7028,77.0517,318.2,1.1,1,11/1/2023,459,Terra,MODIS,55,61.03,306.1,6.6,D,0
24.9887,76.2054,317.4,1.2,1.1,11/1/2023,459,Terra,MODIS,56,61.03,305.5,7.3,D,0
25.1624,77.1236,318.1,1.1,1,11/1/2023,459,Terra,MODIS,40,61.03,305.5,7.4,D,0
25.2715,81.2121,335.9,1.1,1.1,11/1/2023,459,Terra,MODIS,72,61.03,302.6,34.7,D,0
25.3063,77.0733,317.2,1.1,1,11/1/2023,459,Terra,MODIS,49,61.03,304.9,6.7,D,0
25.3077,77.0629,317.7,1.1,1,11/1/2023,459,Terra,MODIS,52,61.03,305.6,7.5,D,0
25.4135,76.8133,328.9,1.1,1,11/1/2023,459,Terra,MODIS,79,61.03,306.5,18.9,D,0
25.4826,76.4998,320.3,1.1,1.1,11/1/2023,459,Terra,MODIS,66,61.03,304.9,9.5,D,0
25.4965,76.6148,317.4,1.1,1.1,11/1/2023,459,Terra,MODIS,29,61.03,304.1,6.9,D,0
25.5059,76.6162,320.1,1.1,1.1,11/1/2023,459,Terra,MODIS,58,61.03,304.5,9.8,D,0
25.5181,76.7142,319.1,1.1,1.1,11/1/2023,459,Terra,MODIS,60,61.03,305.7,6.9,D,0
25.5186,76.636,321.4,1.1,1.1,11/1/2023,459,Terra,MODIS,62,61.03,306.8,9,D,0
25.5555,76.7198,324.7,1.1,1.1,11/1/2023,459,Terra,MODIS,74,61.03,303.9,15,D,0
25.6098,76.7899,317.1,1.1,1.1,11/1/2023,459,Terra,MODIS,57,61.03,305.1,6.4,D,0
25.7347,76.6815,319.1,1.1,1.1,11/1/2023,459,Terra,MODIS,64,61.03,305.5,7.6,D,0
25.8699,78.5349,320.2,1,1,11/1/2023,459,Terra,MODIS,69,61.03,302.5,9.6,D,0
18.6201,78.4506,315.4,1,1,11/1/2023,500,Terra,MODIS,61,61.03,297.7,5.5,D,0
18.6418,77.9354,317.8,1,1,11/1/2023,500,Terra,MODIS,65,61.03,300.4,8,D,0
18.657,78.1395,313.5,1,1,11/1/2023,500,Terra,MODIS,53,61.03,297.9,5.2,D,0
18.7015,78.3371,315.7,1,1,11/1/2023,500,Terra,MODIS,61,61.03,299.3,7.1,D,0
18.7052,77.885,315.7,1,1,11/1/2023,500,Terra,MODIS,57,61.03,299.8,6,D,0
18.7066,77.8756,315.1,1,1,11/1/2023,500,Terra,MODIS,52,61.03,301.3,5.5,D,0
18.7327,80.062,315.6,1.2,1.1,11/1/2023,500,Terra,MODIS,36,61.03,301.6,10.2,D,0
18.8355,78.1806,315.7,1,1,11/1/2023,500,Terra,MODIS,60,61.03,298.5,6.2,D,0
19.0618,77.3412,320,1,1,11/1/2023,500,Terra,MODIS,67,61.03,303.1,7.3,D,0
20.9696,85.1721,316.1,2.4,1.5,11/1/2023,500,Terra,MODIS,64,61.03,296.3,28.8,D,2
21.0734,85.0399,311.4,2.3,1.5,11/1/2023,500,Terra,MODIS,61,61.03,295,18.1,D,2
16.2193,80.2461,318,1.3,1.1,11/1/2023,501,Terra,MODIS,65,61.03,297.8,10.4,D,0
17.2081,79.3337,313.3,1.1,1.1,11/1/2023,501,Terra,MODIS,59,61.03,289.5,5.8,D,0
17.2097,79.3233,316.3,1.1,1.1,11/1/2023,501,Terra,MODIS,67,61.03,290,8.7,D,0
17.2654,79.1516,313.5,1.1,1.1,11/1/2023,501,Terra,MODIS,44,61.03,291.3,5.2,D,0
17.2667,79.2047,320.9,1.1,1.1,11/1/2023,501,Terra,MODIS,74,61.03,291.9,13,D,0
17.2747,79.1532,318.9,1.1,1.1,11/1/2023,501,Terra,MODIS,71,61.03,291.4,11.1,D,0
17.276,79.2062,330.9,1.1,1.1,11/1/2023,501,Terra,MODIS,84,61.03,292.9,26.7,D,0
18.5852,77.9395,320.4,1,1,11/1/2023,501,Terra,MODIS,61,61.03,300.5,9.7,D,0
18.6911,73.0437,317.5,1.5,1.2,11/1/2023,501,Terra,MODIS,57,61.03,303.1,14.5,D,2
12.9644,78.3575,315.1,1.1,1.1,11/1/2023,502,Terra,MODIS,66,61.03,291.7,9.8,D,0
13.9578,78.848,328.1,1.2,1.1,11/1/2023,502,Terra,MODIS,82,61.03,296.4,23.5,D,0
14.0149,78.4214,316.7,1.1,1.1,11/1/2023,502,Terra,MODIS,55,61.03,286.9,10.5,D,0
15.104,76.3246,319,1,1,11/1/2023,502,Terra,MODIS,64,61.03,294.7,8.1,D,0
9.2307,77.6459,305.3,1.2,1.1,11/1/2023,503,Terra,MODIS,21,61.03,275.1,4.4,D,0
10.5659,77.9353,312.3,1.2,1.1,11/1/2023,503,Terra,MODIS,66,61.03,284.6,10.2,D,0
11.0855,78.2521,317.4,1.2,1.1,11/1/2023,503,Terra,MODIS,57,61.03,293.1,10.8,D,0
24.0909,94.7784,309.8,1.5,1.2,11/1/2023,704,Aqua,MODIS,57,61.03,297.7,8.6,D,0
24.276,96.9461,314,1.1,1.1,11/1/2023,704,Aqua,MODIS,29,61.03,301,7.2,D,0
24.304,96.9407,313.9,1.1,1.1,11/1/2023,704,Aqua,MODIS,55,61.03,298.8,7.4,D,0
25.1113,96.839,313.1,1.1,1,11/1/2023,704,Aqua,MODIS,68,61.03,298.4,8.9,D,0
25.1576,96.8299,309.6,1.1,1,11/1/2023,704,Aqua,MODIS,59,61.03,299.4,5.7,D,0
25.7402,96.6058,309.8,1.1,1.1,11/1/2023,704,Aqua,MODIS,58,61.03,298.9,5.4,D,0
26.3647,96.744,309.6,1.1,1,11/1/2023,705,Aqua,MODIS,40,61.03,299.3,4.8,D,0
26.3692,96.6042,310.9,1.1,1,11/1/2023,705,Aqua,MODIS,67,61.03,298.5,6.8,D,0
26.5493,96.4553,334,1.1,1,11/1/2023,705,Aqua,MODIS,63,61.03,300.7,35.4,D,0
26.6696,93.6519,312.8,1.6,1.2,11/1/2023,705,Aqua,MODIS,55,61.03,301.2,10.1,D,0
26.6708,93.6466,312.5,1.6,1.2,11/1/2023,705,Aqua,MODIS,53,61.03,301.4,9,D,0
26.9094,96.2133,311.3,1.1,1.1,11/1/2023,705,Aqua,MODIS,69,61.03,295.7,10.1,D,0
27.7446,96.29,313.2,1.1,1,11/1/2023,705,Aqua,MODIS,68,61.03,300.1,6.5,D,0
28.1043,95.4473,310.7,1.2,1.1,11/1/2023,705,Aqua,MODIS,70,61.03,298.6,7.5,D,0
28.1426,96.5848,338,1.1,1,11/1/2023,705,Aqua,MODIS,91,61.03,292.3,43.6,D,0
28.1442,96.595,369.3,1.1,1,11/1/2023,705,Aqua,MODIS,100,61.03,296.2,123.8,D,0
28.1994,96.5324,307.5,1.1,1,11/1/2023,705,Aqua,MODIS,65,61.03,296.8,7.2,D,0
28.2011,95.6179,319.3,1.1,1.1,11/1/2023,705,Aqua,MODIS,79,61.03,300.8,14.7,D,0
31.1282,90.5933,300.5,2,1.4,11/1/2023,706,Aqua,MODIS,8,61.03,280.3,11,D,0
35.1753,94.4545,300.1,1.1,1,11/1/2023,707,Aqua,MODIS,9,61.03,285.2,2.9,D,0
36.7936,93.3389,307.3,1.1,1.1,11/1/2023,707,Aqua,MODIS,63,61.03,290.6,4.5,D,0
16.6588,74.4503,316.5,1.1,1,11/1/2023,841,Aqua,MODIS,41,61.03,298.1,6.1,D,0
18.54,77.9031,331.2,1.1,1,11/1/2023,841,Aqua,MODIS,51,61.03,297.2,24.5,D,0
18.6887,73.0361,320.3,1.2,1.1,11/1/2023,841,Aqua,MODIS,0,61.03,307.9,12.6,D,2
18.706,77.9825,322.7,1.1,1.1,11/1/2023,841,Aqua,MODIS,60,61.03,300.5,14.5,D,0
18.7652,77.9574,323.8,1.1,1.1,11/1/2023,841,Aqua,MODIS,63,61.03,294.2,16.6,D,0
20.9542,85.166,312.4,3.8,1.8,11/1/2023,841,Aqua,MODIS,23,61.03,292.9,30.4,D,2
20.9629,85.1575,314.3,3.8,1.8,11/1/2023,841,Aqua,MODIS,64,61.03,293.3,46.9,D,2
19.5295,71.299,313.1,1.5,1.2,11/1/2023,842,Aqua,MODIS,57,61.03,297.7,13.6,D,3
21.2232,72.014,326.6,1.3,1.1,11/1/2023,842,Aqua,MODIS,69,61.03,309.3,16.6,D,0
21.2252,72.0258,323.7,1.3,1.1,11/1/2023,842,Aqua,MODIS,50,61.03,308.6,12.1,D,0
21.233,72.0122,327.9,1.3,1.1,11/1/2023,842,Aqua,MODIS,74,61.03,309.7,18.3,D,0
21.7655,72.6162,326.6,1.2,1.1,11/1/2023,842,Aqua,MODIS,74,61.03,310.1,14.9,D,0
22.1723,79.4747,318.8,1.5,1.2,11/1/2023,842,Aqua,MODIS,70,61.03,303.2,13.1,D,0
22.3293,79.441,321.8,1.5,1.2,11/1/2023,842,Aqua,MODIS,64,61.03,301.8,17.2,D,2
22.4485,77.5098,324.4,1.2,1.1,11/1/2023,842,Aqua,MODIS,75,61.03,305.9,12.8,D,0
22.4589,71.8426,323.1,1.2,1.1,11/1/2023,842,Aqua,MODIS,47,61.03,309,10.7,D,0
22.4608,71.8543,326.7,1.2,1.1,11/1/2023,842,Aqua,MODIS,65,61.03,308.8,15,D,2
22.6314,77.5039,325.1,1.2,1.1,11/1/2023,842,Aqua,MODIS,74,61.03,306.4,15.7,D,0
22.6426,77.898,320.5,1.2,1.1,11/1/2023,842,Aqua,MODIS,66,61.03,306.5,8,D,0
22.6489,77.6389,333.2,1.2,1.1,11/1/2023,842,Aqua,MODIS,83,61.03,309.2,25.9,D,0
22.6526,77.5922,321.7,1.2,1.1,11/1/2023,842,Aqua,MODIS,57,61.03,307,8.9,D,0
22.6583,77.9435,324.1,1.2,1.1,11/1/2023,842,Aqua,MODIS,63,61.03,306.3,13.1,D,0
22.6612,77.967,326.3,1.2,1.1,11/1/2023,842,Aqua,MODIS,74,61.03,305.1,15.9,D,0
22.6627,77.9788,325.1,1.2,1.1,11/1/2023,842,Aqua,MODIS,74,61.03,306.1,14.8,D,0
22.7003,77.8588,317.5,1.2,1.1,11/1/2023,842,Aqua,MODIS,40,61.03,305.1,6,D,0
22.7117,77.485,323.2,1.2,1.1,11/1/2023,842,Aqua,MODIS,66,61.03,306.6,12.9,D,0
22.7467,77.9116,320.7,1.2,1.1,11/1/2023,842,Aqua,MODIS,59,61.03,308.3,9.3,D,0
22.7649,71.8789,343,1.2,1.1,11/1/2023,842,Aqua,MODIS,90,61.03,309.6,45.3,D,0
22.7706,71.9135,348.7,1.2,1.1,11/1/2023,842,Aqua,MODIS,93,61.03,310.1,60.1,D,0
22.7746,71.877,325.9,1.2,1.1,11/1/2023,842,Aqua,MODIS,72,61.03,308.7,13.9,D,0
22.7828,77.8823,323.6,1.2,1.1,11/1/2023,842,Aqua,MODIS,47,61.03,307.5,11.6,D,0
22.7841,71.9346,321,1.2,1.1,11/1/2023,842,Aqua,MODIS,53,61.03,308.3,7.3,D,0
22.8264,77.8227,319.1,1.2,1.1,11/1/2023,842,Aqua,MODIS,56,61.03,304.5,10,D,0
22.9305,78.2404,314.7,1.3,1.1,11/1/2023,842,Aqua,MODIS,30,61.03,303.4,6.1,D,0
22.9564,77.5558,316.2,1.2,1.1,11/1/2023,842,Aqua,MODIS,41,61.03,303.9,5.6,D,0
23.0189,77.5513,322.4,1.2,1.1,11/1/2023,842,Aqua,MODIS,69,61.03,303.6,15,D,0
23.0449,77.5242,316.8,1.2,1.1,11/1/2023,842,Aqua,MODIS,42,61.03,304.4,6.2,D,0
23.0521,77.5812,315.8,1.2,1.1,11/1/2023,842,Aqua,MODIS,42,61.03,302,8,D,0
24.5009,71.2426,327.6,1.2,1.1,11/1/2023,843,Aqua,MODIS,72,61.03,307.6,12.3,D,0
24.5029,71.2545,344.1,1.2,1.1,11/1/2023,843,Aqua,MODIS,90,61.03,307.2,45.3,D,0
24.5049,71.2665,332.2,1.2,1.1,11/1/2023,843,Aqua,MODIS,56,61.03,307.5,17.7,D,0
24.5089,71.2903,326.5,1.2,1.1,11/1/2023,843,Aqua,MODIS,69,61.03,309.7,10.1,D,0
24.5109,71.3021,345.2,1.2,1.1,11/1/2023,843,Aqua,MODIS,91,61.03,309.1,48.6,D,0
24.5129,71.314,333,1.2,1.1,11/1/2023,843,Aqua,MODIS,78,61.03,308.9,22.4,D,0
24.5419,71.2466,329.6,1.2,1.1,11/1/2023,843,Aqua,MODIS,71,61.03,309.4,15.1,D,0
24.5472,76.8475,324.2,1.1,1.1,11/1/2023,843,Aqua,MODIS,69,61.03,309.2,11.3,D,0
24.5697,76.7991,327.7,1.1,1.1,11/1/2023,843,Aqua,MODIS,75,61.03,309.4,16.3,D,0
24.5712,76.81,327.4,1.1,1.1,11/1/2023,843,Aqua,MODIS,74,61.03,310.1,15.9,D,0
24.6179,74.2131,316.8,1,1,11/1/2023,843,Aqua,MODIS,51,61.03,304.8,4.4,D,0
24.7547,76.8823,324.4,1.1,1.1,11/1/2023,843,Aqua,MODIS,69,61.03,307.8,13.2,D,0
24.9125,77.217,323.6,1.2,1.1,11/1/2023,843,Aqua,MODIS,67,61.03,308.9,11.8,D,0
24.9457,76.1118,321.2,1.1,1,11/1/2023,843,Aqua,MODIS,61,61.03,306.9,7.9,D,0
24.9471,76.1223,322.6,1.1,1,11/1/2023,843,Aqua,MODIS,66,61.03,307.2,9.5,D,0
24.9944,76.1253,318.8,1.1,1,11/1/2023,843,Aqua,MODIS,52,61.03,306.5,6.2,D,0
25.0567,76.9022,320.3,1.2,1.1,11/1/2023,843,Aqua,MODIS,59,61.03,307,7.3,D,0
25.1589,75.9796,326,1.1,1,11/1/2023,843,Aqua,MODIS,73,61.03,307.6,13.3,D,0
25.1605,76.2047,324.4,1.1,1,11/1/2023,843,Aqua,MODIS,70,61.03,307.8,12.3,D,0
25.2226,75.9733,319.6,1.1,1,11/1/2023,843,Aqua,MODIS,52,61.03,307.9,5.5,D,0
25.2886,75.7139,319.8,1.1,1,11/1/2023,843,Aqua,MODIS,57,61.03,307.1,7.2,D,0
25.3191,77.6265,318,1.3,1.1,11/1/2023,843,Aqua,MODIS,46,61.03,305.2,7.8,D,0
25.4208,76.6496,326.2,1.1,1.1,11/1/2023,843,Aqua,MODIS,74,61.03,304.5,14.8,D,0
25.4222,76.6608,335.5,1.1,1.1,11/1/2023,843,Aqua,MODIS,84,61.03,306.5,30,D,0
25.4273,76.6259,322,1.1,1.1,11/1/2023,843,Aqua,MODIS,63,61.03,303.9,11.6,D,0
25.4302,76.6481,338.6,1.1,1.1,11/1/2023,843,Aqua,MODIS,87,61.03,304.2,35,D,0
25.4316,76.6593,347.2,1.1,1.1,11/1/2023,843,Aqua,MODIS,93,61.03,305.2,53.8,D,0
25.4411,76.6578,318.5,1.1,1.1,11/1/2023,843,Aqua,MODIS,30,61.03,304.7,5.6,D,0
25.4484,76.5661,322.1,1.1,1.1,11/1/2023,843,Aqua,MODIS,53,61.03,307.1,11.4,D,0
25.4499,76.5771,322,1.1,1.1,11/1/2023,843,Aqua,MODIS,49,61.03,305.4,12.4,D,0
25.4908,76.7002,318.8,1.1,1.1,11/1/2023,843,Aqua,MODIS,57,61.03,305.9,6.1,D,0
25.4936,76.496,325.3,1.1,1.1,11/1/2023,843,Aqua,MODIS,73,61.03,307.8,13.8,D,0
25.495,76.507,319.9,1.1,1.1,11/1/2023,843,Aqua,MODIS,60,61.03,308.3,7.5,D,0
25.4979,76.7564,336.8,1.2,1.1,11/1/2023,843,Aqua,MODIS,86,61.03,308.2,32.7,D,0
25.508,76.4601,326.1,1.1,1.1,11/1/2023,843,Aqua,MODIS,74,61.03,308.2,13.3,D,0
25.5143,76.5828,328.7,1.1,1.1,11/1/2023,843,Aqua,MODIS,74,61.03,307.7,16.4,D,0
25.5149,76.6622,327.9,1.1,1.1,11/1/2023,843,Aqua,MODIS,42,61.03,306.5,14.7,D,0
25.5174,76.4586,322,1.1,1.1,11/1/2023,843,Aqua,MODIS,60,61.03,308.6,8,D,0
25.5178,76.6846,329.8,1.1,1.1,11/1/2023,843,Aqua,MODIS,70,61.03,305.3,18.6,D,0
25.5221,76.7182,322.4,1.1,1.1,11/1/2023,843,Aqua,MODIS,40,61.03,306,9.3,D,0
25.5266,76.6035,325,1.1,1.1,11/1/2023,843,Aqua,MODIS,72,61.03,308,11.2,D,0
25.5272,76.6831,334.5,1.1,1.1,11/1/2023,843,Aqua,MODIS,79,61.03,306.6,25.2,D,0
25.5455,76.6005,336.3,1.1,1.1,11/1/2023,843,Aqua,MODIS,85,61.03,307.2,27.8,D,0
25.5505,76.7138,341.2,1.1,1.1,11/1/2023,843,Aqua,MODIS,89,61.03,306.3,41.7,D,0
25.5519,76.725,324.5,1.2,1.1,11/1/2023,843,Aqua,MODIS,63,61.03,304.3,12.9,D,0
25.5546,75.5669,318.5,1,1,11/1/2023,843,Aqua,MODIS,51,61.03,305.5,5.8,D,0
25.5549,76.599,325,1.1,1.1,11/1/2023,843,Aqua,MODIS,69,61.03,307.5,11.7,D,0
25.556,75.5772,318.9,1,1,11/1/2023,843,Aqua,MODIS,54,61.03,306.4,6.3,D,0
25.5563,76.6101,325.2,1.1,1.1,11/1/2023,843,Aqua,MODIS,69,61.03,308.5,11.7,D,0
25.56,76.6039,322.4,1.1,1.1,11/1/2023,843,Aqua,MODIS,64,61.03,308.2,10.2,D,0
25.5869,76.5883,320.9,1.1,1.1,11/1/2023,843,Aqua,MODIS,44,61.03,305.6,8.4,D,0
25.5931,76.713,325,1.2,1.1,11/1/2023,843,Aqua,MODIS,73,61.03,305.1,15.6,D,0
25.5945,76.7242,321.3,1.2,1.1,11/1/2023,843,Aqua,MODIS,64,61.03,303.6,9.9,D,0
25.6025,77.0438,321.9,1.2,1.1,11/1/2023,843,Aqua,MODIS,67,61.03,305.5,11.8,D,0
25.6109,76.5506,338.3,1.1,1.1,11/1/2023,843,Aqua,MODIS,87,61.03,306.4,34.7,D,0
25.6123,76.5617,324.4,1.1,1.1,11/1/2023,843,Aqua,MODIS,67,61.03,305.3,12.5,D,0
25.6326,76.5698,337,1.1,1.1,11/1/2023,843,Aqua,MODIS,73,61.03,306,30.4,D,0
25.6347,76.6605,319.7,1.1,1.1,11/1/2023,843,Aqua,MODIS,61,61.03,306.7,7.3,D,0
25.6405,76.5572,350.2,1.1,1.1,11/1/2023,843,Aqua,MODIS,95,61.03,306.6,59.4,D,0
25.642,76.5683,365.6,1.1,1.1,11/1/2023,843,Aqua,MODIS,100,61.03,309.2,107.7,D,0
25.6512,76.5942,324.6,1.1,1.1,11/1/2023,843,Aqua,MODIS,46,61.03,306.2,11.4,D,0
25.6527,76.6053,323.4,1.1,1.1,11/1/2023,843,Aqua,MODIS,61,61.03,307.6,10.3,D,0
25.6607,76.5927,341.7,1.1,1.1,11/1/2023,843,Aqua,MODIS,88,61.03,307.5,38.8,D,0
25.6781,76.5786,323.4,1.1,1.1,11/1/2023,843,Aqua,MODIS,64,61.03,304.8,11.9,D,0
25.681,76.6009,320.7,1.1,1.1,11/1/2023,843,Aqua,MODIS,42,61.03,306.6,7.9,D,0
25.691,76.6794,321,1.1,1.1,11/1/2023,843,Aqua,MODIS,65,61.03,306.2,9.5,D,0
25.6924,76.6907,320.7,1.2,1.1,11/1/2023,843,Aqua,MODIS,64,61.03,305.9,9,D,0
25.7318,76.5474,327.6,1.1,1.1,11/1/2023,843,Aqua,MODIS,72,61.03,306.8,18.2,D,0
25.7384,76.672,328.5,1.1,1.1,11/1/2023,843,Aqua,MODIS,77,61.03,308.7,17.5,D,0
25.7405,76.6143,322.9,1.1,1.1,11/1/2023,843,Aqua,MODIS,38,61.03,306.6,10.6,D,0
25.7535,76.6066,329.5,1.1,1.1,11/1/2023,843,Aqua,MODIS,78,61.03,306.7,20.1,D,0
25.7673,76.6388,325.7,1.1,1.1,11/1/2023,843,Aqua,MODIS,73,61.03,307.9,15.9,D,0
25.7677,76.7195,322.4,1.2,1.1,11/1/2023,843,Aqua,MODIS,67,61.03,307.1,9,D,0
25.7825,76.6825,318,1.2,1.1,11/1/2023,843,Aqua,MODIS,25,61.03,305.7,6.1,D,0
25.8101,76.7476,320.6,1.2,1.1,11/1/2023,843,Aqua,MODIS,62,61.03,308.4,7,D,0
25.8116,76.759,327.5,1.2,1.1,11/1/2023,843,Aqua,MODIS,76,61.03,307.1,16.4,D,0
25.8277,76.5836,320.5,1.1,1.1,11/1/2023,843,Aqua,MODIS,29,61.03,307.2,6.6,D,0
25.8355,76.5985,322.2,1.1,1.1,11/1/2023,843,Aqua,MODIS,47,61.03,306.9,8.9,D,0
25.8446,76.7888,325.4,1.2,1.1,11/1/2023,843,Aqua,MODIS,73,61.03,309,13.4,D,0
25.846,76.8003,327.2,1.2,1.1,11/1/2023,843,Aqua,MODIS,75,61.03,308.9,16.2,D,0
25.8791,77.7201,320.1,1.3,1.1,11/1/2023,843,Aqua,MODIS,60,61.03,305.1,11.5,D,0
25.8813,77.7253,318.6,1.3,1.1,11/1/2023,843,Aqua,MODIS,56,61.03,305.4,9,D,0
25.8843,78.6075,316.1,1.5,1.2,11/1/2023,843,Aqua,MODIS,52,61.03,303,9.3,D,0
25.8905,76.7283,323.9,1.2,1.1,11/1/2023,843,Aqua,MODIS,64,61.03,308.6,11.7,D,0
25.9002,78.7028,319.3,1.5,1.2,11/1/2023,843,Aqua,MODIS,57,61.03,301.7,16.6,D,0
25.9071,78.7088,316.4,1.5,1.2,11/1/2023,843,Aqua,MODIS,38,61.03,300.8,12,D,0
25.9088,78.7236,315.6,1.5,1.2,11/1/2023,843,Aqua,MODIS,27,61.03,301.1,10.6,D,0
25.9155,77.7672,318.9,1.3,1.1,11/1/2023,843,Aqua,MODIS,60,61.03,306.2,9.4,D,0
25.9171,77.7802,317.9,1.3,1.1,11/1/2023,843,Aqua,MODIS,55,61.03,305.1,8,D,0
25.9183,76.794,319.9,1.2,1.1,11/1/2023,843,Aqua,MODIS,59,61.03,307.8,7.5,D,0
25.9364,76.5999,324,1.1,1.1,11/1/2023,843,Aqua,MODIS,65,61.03,307.7,11.8,D,0
26.0626,79.1586,319.1,1.6,1.3,11/1/2023,843,Aqua,MODIS,64,61.03,304.4,12,D,0
26.1424,79.0444,317.7,1.6,1.2,11/1/2023,843,Aqua,MODIS,60,61.03,303.8,14,D,0
26.1441,79.0601,317.7,1.6,1.2,11/1/2023,843,Aqua,MODIS,60,61.03,302.7,12.7,D,0
26.2267,78.3518,316.9,1.4,1.2,11/1/2023,843,Aqua,MODIS,46,61.03,303.9,8.2,D,0
26.6684,71.2271,323.2,1.2,1.1,11/1/2023,843,Aqua,MODIS,21,61.03,306.3,7.7,D,0
26.6779,71.2251,328.1,1.2,1.1,11/1/2023,843,Aqua,MODIS,46,61.03,307.2,14.1,D,0
26.6873,71.2231,326.1,1.2,1.1,11/1/2023,843,Aqua,MODIS,47,61.03,307,13.1,D,0
28.9563,79.4793,317.9,1.9,1.3,11/1/2023,844,Aqua,MODIS,71,61.03,302.2,19.7,D,0
29.2955,76.1548,313.9,1.2,1.1,11/1/2023,844,Aqua,MODIS,25,61.03,301.3,6.3,D,0
29.4354,73.9904,322.4,1,1,11/1/2023,844,Aqua,MODIS,70,61.03,304.2,12.6,D,0
29.4888,75.7321,313.7,1.1,1.1,11/1/2023,844,Aqua,MODIS,47,61.03,300.9,6.1,D,0
29.5144,76.8845,317.7,1.3,1.1,11/1/2023,844,Aqua,MODIS,67,61.03,302.3,12.2,D,0
29.516,76.8977,319.7,1.3,1.1,11/1/2023,844,Aqua,MODIS,70,61.03,302.2,14.3,D,0
29.5337,74.5094,315.5,1,1,11/1/2023,844,Aqua,MODIS,53,61.03,302.4,5.7,D,0
29.5351,76.4547,315,1.2,1.1,11/1/2023,844,Aqua,MODIS,57,61.03,301.4,7.8,D,0
29.5432,74.4431,315.1,1,1,11/1/2023,844,Aqua,MODIS,50,61.03,303,5.7,D,0
29.557,74.4085,327.3,1,1,11/1/2023,844,Aqua,MODIS,78,61.03,302.9,18.4,D,0
29.5584,74.4189,316.1,1,1,11/1/2023,844,Aqua,MODIS,45,61.03,302.4,6.5,D,0
29.5714,74.239,317.5,1,1,11/1/2023,844,Aqua,MODIS,60,61.03,301.6,7.5,D,0
29.5728,74.2494,316,1,1,11/1/2023,844,Aqua,MODIS,53,61.03,301.2,6.1,D,0
29.5835,75.2238,315.7,1.1,1,11/1/2023,844,Aqua,MODIS,57,61.03,302.1,6.3,D,0
29.5873,75.475,317.3,1.1,1.1,11/1/2023,844,Aqua,MODIS,63,61.03,300.1,10.8,D,0
29.5956,75.2444,314,1.1,1,11/1/2023,844,Aqua,MODIS,40,61.03,301.4,5.2,D,0
29.5971,75.2555,316.6,1.1,1,11/1/2023,844,Aqua,MODIS,61,61.03,300.7,8.5,D,0
29.6182,76.6432,315.6,1.3,1.1,11/1/2023,844,Aqua,MODIS,63,61.03,301.9,8.2,D,0
29.625,75.279,316.2,1.1,1,11/1/2023,844,Aqua,MODIS,60,61.03,301.7,8.2,D,0
29.6375,75.9525,313.5,1.2,1.1,11/1/2023,844,Aqua,MODIS,51,61.03,301.1,5.8,D,0
29.652,75.7577,331.5,1.1,1.1,11/1/2023,844,Aqua,MODIS,83,61.03,302.2,28.1,D,0
29.6545,71.6634,313.8,1,1,11/1/2023,844,Aqua,MODIS,53,61.03,303.1,5.8,D,0
29.6552,71.6086,320.8,1,1,11/1/2023,844,Aqua,MODIS,71,61.03,303.5,11,D,0
29.6562,71.674,313,1,1,11/1/2023,844,Aqua,MODIS,48,61.03,301.7,4.9,D,0
29.6586,77.0824,314.3,1.3,1.1,11/1/2023,844,Aqua,MODIS,62,61.03,302.9,8,D,0
29.6751,76.3436,311.3,1.2,1.1,11/1/2023,844,Aqua,MODIS,36,61.03,299.4,5.8,D,0
29.6838,75.5929,320.5,1.1,1.1,11/1/2023,844,Aqua,MODIS,70,61.03,299.3,13.8,D,0
29.6852,75.6044,327.1,1.1,1.1,11/1/2023,844,Aqua,MODIS,79,61.03,298.7,22.1,D,0
29.6892,76.054,314.9,1.2,1.1,11/1/2023,844,Aqua,MODIS,58,61.03,300.7,7.7,D,0
29.6988,76.0525,314.9,1.2,1.1,11/1/2023,844,Aqua,MODIS,58,61.03,301,7.6,D,0
29.7001,75.3463,313,1.1,1,11/1/2023,844,Aqua,MODIS,23,61.03,300.4,5.5,D,0
29.7065,75.3223,328.1,1.1,1,11/1/2023,844,Aqua,MODIS,80,61.03,301.1,21.2,D,0
29.707,75.7787,318.9,1.2,1.1,11/1/2023,844,Aqua,MODIS,57,61.03,301.5,11.7,D,0
29.7079,75.3335,330.4,1.1,1,11/1/2023,844,Aqua,MODIS,82,61.03,300.4,25.3,D,0
29.7094,75.3448,314.2,1.1,1,11/1/2023,844,Aqua,MODIS,31,61.03,299.9,6.3,D,0
29.7097,75.2923,315.4,1.1,1,11/1/2023,844,Aqua,MODIS,56,61.03,301.1,7.3,D,0
29.7098,75.9593,317,1.2,1.1,11/1/2023,844,Aqua,MODIS,64,61.03,300.7,10.1,D,0
29.7112,75.9713,315.7,1.2,1.1,11/1/2023,844,Aqua,MODIS,60,61.03,300.6,9,D,0
